,Name,Title,Body,Stars
1563,Mary Toteve,Best gloves I've found,"Weve been ordering these gloves for a few months and I like that there is minimal tears. When there is, its usually around the wrist area. I've tried other brands that are more expensive but quality and durability are poor compared to these.",5.0
1564,Benedict Letizia,Care givers are happy with this product.,Care givers are happy with this product.,5.0
1565,Joan M. Winsor,"Well, you could get them!","I am use to the fit of the Costco gloves which have been unavailable for a long time.These are sloppy in fit, but at least you could get them!",3.0
1566,JABD,"Fit well, work well, no complaints","Was worried about the fit and thickness. These gloves are perfect. Good fit, better thickness than my other vinyl gloves. I use them when cooking, for handling and preparing meat. I keep a box at the barn. Very durable for putting meds on thrushy hooves. Very comfortable too. I recommend them.",5.0
1567,Jennifer O,Work well,"No issues, work well. Sometimes they rip around the wrist when I try to take them off but no biggie",5.0
1568,peter darwiche,Great product,Great item,4.0
1569,Amazon Customer,Great for my help,See below!,4.0
1570,T-Berg,Great option in a pinch.,"With gloves in such scarcity in healthcare, it has been a relief to receive relatively large deliveries of gloves, at a decent price, and within 1-2 days of ordering.  It has really helped our office when no other sources are available.",5.0
1571,J. Grey,Good Fit,"The media could not be loaded.




 So far so good. Just need the gloves for sanitizing around the house. The size large in most are too big for me, so I am happy with the fit.",5.0
1572,Wilda Kruzinski,Great Find!,"With the COVID issues it has been difficult to find disposable gloves in local stores. So thankful to find these gloves on Amazon! This was a new brand for me, but they are great. Very pleased with this product and plan to continue purchasing them in the future.",5.0
1573,Sarah W.,Good quality,These hold up well and fit nicely. I have slightly larger than average hands for a women and the size is comfortable,5.0
1574,Dave,Good price. Durable. Good fit.,Easy to use. Good durability. Good price.,5.0
1575,Young Not Young,Not bad for not latex,"They almost wear like a latex or nitrile. Much better than a food service glove. But they smell like mildew or fetid water... Something not good. However, the different brand vinyl gloves we use at work have the same smell. Must be the material.",3.0
1576,Flash,The provide safe and sanitary use and fit my hands.,I used the gloves to bathe and clean a patient. They never ripped.,5.0
1577,Enrique Castellano,Great gloves but weak box,The one thing i got to say is everytime ive pulled the box out of the packaging its all ripped apart. Im sure just happens in transit i just tape the box up and its as good as new.,5.0
1578,Sharon Lewis,Delivery was a problem,Item is fine however I found it on my front lawn almost in the road an wouldn't have known it was there except I went out to get mail.No notice of delivery on my phone.,4.0
1579,Jesse,Value for money,Durability,4.0
1580,Linda Johnson,Good value,"Good value for what I paid. I can't keep track, but this must have been, at least, my fifth box. I am a cashier and wear them daily at work since the pandemic.",5.0
1581,Kimberly ,Way smaller than expected.,I have very small hands...these cut off my circulation.,3.0
1582,Nancy from Queens,Perfect!,These comfortable gloves fit perfectly and never rip as I'm working.,5.0
1583,MYNA,MYNA,Use daily.,4.0
1584,Teresa,Plastic,They are a light plastic and not very strong,3.0
1585,Nancy,Great Product,"They protect my hands well when I do unpleasant chores, like scooping the litter box.  I am on immune suppressant meds so have to be careful of germs. I wear them when I go into a grocery store as also along with my mask. I recommend  this product.  They work very well.",5.0
1586,RCA,Gloves,They were as described except around the wrist the gloves are very loose fitting.,4.0
1587,sweetpea,Worth it in this time of need..,"They fit close and always ripped by the wrist as I was putting them on, but they never tore at the fingers so they kept my hands protected.",4.0
1588,Laura Gonzalez,They fit very comfortable!!,Great value for these gloves.,5.0
1589,Deborah Muscarello,Great Fit,"I like these gloves, bought a medium for me perfect fit, I use them to medicate my Cat so this size box allows me to always have them, the snug fit also helps in medicating.",5.0
1590,Amazon Customer,Correcting previous review.,Product it's good for the purpose. Product was received but I was not aware of it.,5.0
1591,Rose,Clean inexpensive gloves,Used for a varied of uses.  Tendency to stick to everuthing,3.0
1592,Amazon Customer,Ok gloves,These gloves are thin but good for doing basic housework or cooking.,3.0
1593,Rosie,Satisfaction,Use for household chores/ very satisfied,5.0
1594,Alisha Phillips,Does what it’s supposed to do,Did what it’s supposed to do. Second time I bought this brand. Works well.,5.0
1595,Amazon Customer,Good,Good,4.0
1596,LR,Nice,This are a nice barrier from epoxy and other harsh chemicals. I wish I had sized up but otherwise I like the gloves,5.0
1597,nelson carnegie,as advertised,personal hygiene,4.0
1598,Betsy,Useful Gloves,"Adequate, useful gloves.",4.0
1599,JKN,A Solid 3 Stars....Tears Easily,"These Vinyl disposable gloves are definitely average in quality. The tears almost always happen when I pull the gloves towards my wrist. It occurs constantly...like every 3 pairs ends up tearing. While I understand that it’s difficult to get PPE (personal protective equipment) due to the corona outbreak, it doesn’t help much when these end up with holes in it so easily.",3.0
1600,FC,They fit,"Although the box was somewhat smashed upon delivery the gloves were intact and fit fine,",4.0
1601,Leslie Oates,Good value,"These gloves are reasonably priced, comfortable and durable. This is the third time that I’ve ordered them. I would definitely recommend them.",5.0
1602,No one Mom,Fit comfortably,Very durable than competitors,4.0
1603,J. Ciolino,Fine - but they run SMALL,The medium size barely fits over my hand. Order larger if available.,4.0
1604,Bookwormblp,Gloves,"At my work have went to really cheap gloves.. Work in food industry.. Need gloves to fit, and not be too big.. These fit well.. Going to try the large next..but overall will be ordering again..",3.0
1605,Kwame,Great product!!!,Great product!!!,5.0
1606,Gary Hickerson,they served the purpose.,I work in retail and have to wear these things.,4.0
1607,A. B,Served the purpose,The comfort and durability were most important to me and they have not failed me yet.,5.0
1608,ADB7,Run small,Good product but seem to run a bit small.,4.0
1609,elbows and bebowes,"Good, but a bit smelly","Function fine, comfortable. Have a weird mildew odor.",4.0
1610,Vicki Finch,They are great gloves for the price.,The  Gloves were just as the distributor advertised. They work just fine for my needs thank you will purchase again.,4.0
1611,Tracy Gonzalez,I will never touch raw meats again.  Thank you. I will be ordering more.,I love everything about these. Sent pics to my sisters so they can buy them too!!,5.0
1612,almaf11,"The box came damaged from the side , but overall gloves are good",Damaged,4.0
1613,Blue Blossom Boutiques ,Will purchase again,"Made very well, and I would purchase again. Please keep the cost as is. Thank you!",5.0
1614,AmazonBuyerSince 2007,Does The Job,Durable. Slightly snug but good quality.,3.0
1615,Leeanne McCabe,Sturdy and flexable,I use these gloves to apply a transdermal gel to my cat's ear twice daily. These gloves are sturdy but then enough I can see through them and feel what I am applying so that I know when I have it absorbed into his ear flap.,5.0
1616,KA LaMesa,for very small hands with thin fingers,really small and hard to put on and offmade for small asian hands? also made my hands sweat :(,4.0
1617,German,Simple disposable cheap gloves,"Good product.  Good value. Well packaged and shipped on time.  They are not well fitting. They are a cheap disposable product.  Only to be used on simple things.  Not recommended for gardening, mechanical work and other projects as they are very thin and tear easily. Not for medical use. You get what you pay for.  Did arrive well packaged and expediently.",3.0
1618,Jessica,good!,I bought them for COVID safety. But I also started to use them for cooking and cleaning as well. They are very durable and good.,5.0
1619,Audrey Motsinger,safety,"Comfort and safety, they are very durable and very reasonably priced. In this time we are in better  safe than sorry I recommend this product.",5.0
1620,Rita Tennis,Great Gloves,"Really like these gloves ,they are easy to put on and easy to take off.  They do not clink to your hands like other latex glove and very comfortable to wear.",5.0
1621,Tia,Great Gloves,These have been used around the house and for the kitchen. No complaints and they have not ripped or worn once. Very comfortable and fits really well on my hands.,5.0
1622,Rene R.,Very useful,"Thickness, great product",4.0
1623,rance chilafoux,Disposable vinyl gloves,"They were okay, pricey, not as durable as thought.",4.0
1624,copperldy,These gloves are perfect for use around the house.,The gloves fit me perfectly and are very easy to get on and off.  I use them for various uses around the house and checking the batteries on my golf cart.,5.0
1625,Susan C.,"Comfortable. Medium could be a titch too small if you have large hands, long fingers.",This exactly what I expected. Next time I will order a large. The medium is just the smallest bit too small. Though I'm not sure. I'd rather this fit than a bit too big. I am a woman 5'10 and hands larger than a 5'2 woman....,5.0
1626,J. R. O.,They fit.  Easy to put on.,I think they are top of the line would buy them again.,4.0
1627,J.A.,Water leaks in.,Many of the gloves have an invisible hole as water comes in immediately after I wash dishes wearing the gloves. I wear gloves to protect my hands from the dish soap but these gloves won’t protect my hands as the daily water leaks in.,3.0
1628,Customer,Nice gloves,These were exactly what as expected,5.0
1629,DS416,Excellent disposable gloves ..!!!,"This was my first purchase of disposal gloves. I decided to try these gloves to begin a rebuild/restore of a vintage motorcycle. With the amount of wrenching, handling, part prep, painting, and assembly involved, I thought I'd try  to use these gloves to protect my hands to some degree. I was pleasantly surprised to find that at each stage of the rebuild and day of work. the gloves would come off, and I found my hands clean, and without grease or paint stains, etc...!! it was awesome...!! Good Job KCH Corp.",5.0
1630,KELLYb,Good Product - great buy,Good Product - great buy,5.0
1631,John Twyman,Great for keeping hands clean for projects or handling messy materials,I like to use them to keep my hands clean while working on dirty projects,5.0
1632,rhonda w.,Only good for a certain purpose,"These gloves are not to be used for cooking or handling anything wet.  They stick to your fingers and defeat the purpose of having gloves on.  You can use them for other things such as protection when pumping gas, painting, etc.  The product did arrive on time.",3.0
1633,Bonnie,good quality!,"-they run a little small, so I ordered medium...also, they cost a lot less now than curing COVID!",5.0
1634,Patrick  J Ovens,As advertised,As advertised,4.0
1635,Amazon Customer,"These are latex free, so I can use them for many different ways. Plan to reorder",I really like these gloves.These latex free gloves are outstanding. I intend to keep buying them through Amazon as I trust this company very much. I would recommend these gloves everybody that wanted to get latex free gloves because they are really great.,5.0
1636,Susan Thomas,Essentials overpriced,Cost has been driven up unfavorably to consumers,4.0
1637,Elisa Barocio,Comfortable and necessary,"Use these when I need to make meatballs or if I’m cutting chiles, works wonders don’t know why I never got these before",5.0
1638,sarah b,awesome.,The size and comfort of these are awesome.,5.0
1639,Victoria Yee,THeir delivery is fast. And right now that is most needed and wated.,Due to the current environmental situations I am wearing gloves when I leave my home just to err on the side of caution. These gloves are good and I can get them next day with Prime if I find myself running low.,5.0
1640,Michee Louissaint ,Gloves review,It is so tight in my hand.It suppose to be a medium it feel like it is a small and I already have a small hand.It tip easy when I try to put the glove on.It feel really tight in my hand.Ig u going to buy this buy a bigger gloves cause they made them feel to tight,3.0
1641,Jes Pop,Nice!,Good for the price. Everything is so expensive now and this are way affordable and useful!,4.0
1642,Juliet Douglas,Very useful in time of COVID -19 and Delta Variant,"Household cleaning and purchasing and pumping gas,",5.0
1643,Linda Montoya,Good set of gloves !!!,I like the fact that they are size it’s suppose to be. They don’t fit big. Their not thick but just fine where they don’t tear.,5.0
1644,Amazon Customer,Protection,Got this for a family member and they said they are very helpful.,4.0
1645,Mari4u2,Fits comfortably and feels soft,Perfect fit and it’s a great feel to your hands.  Absolutely great 👍🏼,5.0
1646,Julia W,Meeting my need perfectly.,We are doing hospice care for my mother-in-law in our home. These gloves fit the bill perfectly. I am sure I will have other uses for them later.,5.0
1647,Eileen C. Greenberg,Great product and will be re-ordering!,The nitrate/vinyl gloves I have been buying were not available so decided to try another product line. I’m so happy with this product that I’ll be re-ordering these instead of the others.,5.0
1648,Kitty of Iron Mountain,Great for the task.,I use these gloves to wipe down door handles and such during the lock down.  I find them up to the task and comfortable.,5.0
1649,Amazon Customer,Comfortable,True to size and comfortable,5.0
1650,Taffspride.,MUCH TOO SMALL,"The box was labeled MEDIUM, and I have small hands and always order medium sizes for comfort. But I could not put them on my hands.They are more like child-size.Maybe I should have ordered LARGE!I should return them, but I have opened the box.",1.0
1651,R. Conley,Deal,Box came beat up but no gloves exposed,4.0
1652,Heather,Great gloves,I have to buy these cause my job don’t offer med gloves. These are very good gloves. Have not had a issue with them yet.,5.0
1653,RICHARD R BIRINGER,Great alternative to pricey offerings.,Had nitrile before large and decided to be more realistic on personal protection during these challenging times. Went with medium. Perfect fit and saved some money also.,5.0
1654,Stacy,good,a little on the thinner side but seem to hold up well,4.0
1655,Alena Tam,Great gloves,"Great product! Buying it once a month. Usually, use it in the kitchen while cooking or cleaning the house.",5.0
1656,Julie Flowers,Good gloves,I keep these in the car for pumping gas. They are great quality for what I need,5.0
1657,Diana Stachowicz,Very Durable Gloves,"Very good thickness so does not rip, tear or break open. Use to keep hands protected while changing Depends of family member.",5.0
1658,kr,Average gloves that did the job,Helped protect hands when cleaning and during covid,5.0
1659,Tammie Cid,They kept breaking,When the girls  would put them on they would break.,5.0
1660,Sabrina Breeden,good quality,hard to find locally . i was hesitant at buying online but they are good quality. buy them now !,5.0
1661,Florence,Snug fit for medium.,"The medium for me is a little snug, but still works fine.",4.0
1662,Terri,"Good, sturdy gloves","Good gloves, don’t tear, thicker than other gloves I’ve used.",5.0
1663,gnwamazon,Very small but good gloves.,SIZE UP!  I normally wear a small (I am under 5' tall with small hands) but I read the reviews and ordered a medium and am glad I did.,5.0
1664,Kathy Harrell,All the glove you need,"Good price, not too thick orthin",5.0
1665,BRobins56,Gloves are sufficient for price,Price,4.0
1666,michael seaman,👍,Good,4.0
1667,Amazon Customer,Comfortable and no powder,Comfortable and no powder.,4.0
1668,Patricia Blakely,Products quality,There was nothing I disliked about the product.,4.0
1669,Amanda Phelps,Shredded gloves,"This is really confusing. The first few pairs of these gloves were great; however, after 10 or so pairs, the next 10 or so pairs finger tips looked as though they went through a paper shredder. This is an ongoing issue through the entire box, not all but intermittently throughout the nox somehow. Very confused and would not recommend.",1.0
1670,Amazon Customer,Would buy again!,"Perfect fit, comfortable and durable! We needed these in order to show a house and everyone who wore them had no issue or discomfort☺️",5.0
1671,W. Gibson,Okay.,"The box was completely smashed when it arrived, so they don't pop out neatly. These rip every time I put them on. It's usually just one rip near the wrist, so it's not a huge deal. Not great quality, but I do like them better than latex.",3.0
1672,Consumer Mom,Perfect,"These gloves are just what I was looking for.  I use them for many things, mostly in the kitchen.  They fit nice on the hand and don't feel like they are going to fall off.",5.0
1673,ASONGBIRD,Defective,Defective.Inferior batch. Many gloves coming out of the box split and unusable. Waste of money on this supply. Others rip easily when putting on,3.0
1674,megan a,Too thin,These are very thin and rip very easily. They will work for simple cleaning if you wear 2 pairs at once.,3.0
1675,Danny K,"Good Value, Will get the Job done",Fits and feels like I thought.I have fairly small men’s hands and they fit as expected.,5.0
1676,Nancita,Tight Fit,"While I haven't had any rip or tear, they fit tight (medium)and difficult to get on. Maybe order larger size?",3.0
1677,Ge Orgi,Does what it's supposed to,"These are single use vinyl gloves.  So far no bad ones in the box and they do what they're supposed to.  They have the durability I expect, which isn't much.",5.0
1678,Johnnie beach,Much needed!,"Durable, but be easy pulling them in from the rim. I've had several tear on me. Otherwise, they do their job.",5.0
1679,Vicki Von Vicki,Runs very small,The medium glove was too small for my hands.  Will purchase again but get larger size.,3.0
1680,Mark Bacon,work well,fit fine & work well,4.0
1681,Amazon Customer,they are gloves,What can one say about latex gloves,4.0
1682,Mona,Good fit!,Very pleased with these gloves. Fits well and not too thick for my uses. This is my 3rd box and sure I will be purchasing more in the future.,5.0
1683,Amazon Customer,Great,Great. They get the job done!,5.0
1684,Cahla Ellison,Very handy,I love using these gloves when cooking/baking foods that involve getting my hands messy. I can take old ones off after handling a meat and put on a clean pair to handle something else without washing my hands between each little task. Only downfall is they seem to start peeling a little when using certain products so be cautious not to get residue in the foods.,5.0
1685,Mama Bear ,Doesn't fit like a glove,They aren't fitting at the wrist.,3.0
1686,Montana native,Easy getting gloves on/off. Great for food prep.,Medium size is perfect.  I use for food prep and these slip on and off easily.,5.0
1687,Gigi,Perfect for food prep,These gloves are great for food prep. They are thin enough to be comfortable but thick enough to use without fear of breaking.,5.0
1688,Barbara-Ann,Great for Cooking Prep,I wear these when I need to cut peppers. They are very effective at keeping the skin from absorbing capsaicin.,5.0
1689,Andrea Diamond,Good Quality and durable,"Perfect fit, durable, comfortable. Medium fits me perfectly, while medium in different brand was slightly loose. So if you’re between Medium and Large, I’d size up",5.0
1690,ghgloryseeker,Just the thing!,The gloves fit snugly and are just what I needed to accomplish my work.,5.0
1691,Private,A nurse's perspective: these gloves tear so easily it is not worth buying them,"I don't use these at work; I got these at home because I care for a relative who has bladder and bowel issues. I thought I would save a few dollars, but I throw away one if three. They tear when you put them on, and they do not go on easily at all. If you want some cheap gloves, get them a size bigger than you need. I also find powdering my hands helps a lot, but all the science says that powder is not good for patients. (My relative is close to the end, so the powder is not as relevant for her.)Anyway, skip these and buy better gloves.",2.0
1692,Sinead,You get what you pay for,Not the most durable gloves but they get the job done and for a great price.,5.0
1693,Jill Ercillo,Its cheaper than the store,I like it I use it to wash dishes.,5.0
1694,Customer,Good gloves,They are great for food prep. A good price too.,5.0
1695,Studious,Great for one time use.,These are great for short duration when you know you will discard them very quickly. A great bargain. Not for long term use when you want more grip.,5.0
1696,Amazon Customer,A Must-Have,"As I have a food allergy-peanut products-even making a sandwich for the grandkids can be dangerous for me!  So, I was super-excited to find disposal gloves for sale once again on Amazon!",5.0
1697,Kat,ordered a medium,slightly big next time will go with a small- I use for work with all the covid going around,5.0
1698,Joy Goodwin,a good product,"The gloves fit well and the material is good. I will buy again soon, as it took a while to get them here, and it seems that they will be needed for quite some. I am very pleased with the product.",5.0
1699,Cristina,They rip very easily,"Although this are very comfortable and they fit right, every other pair rips very easily when putting them on, I purchased M size and even though I have room still they rip very easily I guess you get what you pay for",3.0
1700,Betty Gill,Disposal Gloves,These gloves were just as I wanted.  They fit my hands so it is easy to work with them.  They are thick but easy to get off.,5.0
1701,Dedication62,Great,General work is the use for these. They aren’t really thick but for their thickness they are strong,5.0
1702,Kim P,Tear too easily,They were okay once they were on but even though I have small hands when I had to pull them on they would easily tear.,3.0
1703,Joe,Good fit.,Last along time.,5.0
1704,MHE,Kind of Small,"I ordered medium, which is my usual size, but they don’t come up very far up on my wrists. Otherwise, OK.",3.0
1705,H. H.,Adequate.,They’re fine for cleaning bathrooms but tear easily if used while scrubbing dirty pots or cleaning oven.,5.0
1706,Karen L,Great product.,This is my second box of gloves.  Goes on easily and never tares.  Good product.,5.0
1707,Tracy,Helpful during this time,Happy to have these gloves to wear when shop during the quarantine.,4.0
1708,C. Pike,Throw away gloves,Could not find in stores so I purchased these. They are just as good as serve the purpose for what my home needs them for. Would order from seller again.,5.0
1709,Johnna Gray,Great gloves,Exactly as described.  This is my 2nd order. I will continue to order these gloves.,5.0
1710,Kindle Customer,Good Gloves,I liked the fit,5.0
1711,Jenna Rollstin,Works for my lab,I bought these for school. The box came undamaged and the gloves are durable and fit well.,5.0
1712,Tammy Underwood,"when pulling them on, the rim rips easliy",they were tight around my knuckles but overall did the job,4.0
1713,Donna Schillaci,Great product,"I use these gloves when prepping food, cleaning and washing dishes. They never get holes in them. They are the perfect fit.",5.0
1714,AH,Fit perfectly,I have very small hands yet this size medium fits perfect. Fyi....,5.0
1715,Kassi Albert,The run small,Go a size up,5.0
1716,Teresita Baricuatro,perfect,i like the fitting it fits so well in my hands.,5.0
1717,Gloria,Good butctoo long,The fingers are too long for a M size and the tips are not filled and because of this the glove comes off sometimes.,3.0
1718,hoda pospisil,Fits right in my hands,Good product,5.0
1719,Sheila Rogers,Good value,Bought these to epoxy tumblers and they work great.  Fast shipping and product as described,5.0
1720,Lynn ,I will order them again.,"Because I ordered powder free they are a little less easy to get on or off, but not enough to prevent me from ordering them again when I need gloves.",5.0
1721,Rebecca woodruff,Get a large if you have chubby hands.,The med  was all they had. They worked but were too right. I got a large and they are perfect.,5.0
1722,Linda,Durability,The vinyl is very thin and will break open easily!,3.0
1723,Renan ,Bien,Bien,4.0
1724,Brenda Weber,Great value,I needed to buy larger size. Great value,4.0
1725,Malkia,They are ok..,"I mean,  they are gloves 🤷🏿‍♀️Very fast shipping.. they are a bit bigger for my hands but overall I like them.",5.0
1726,Connie,Recommend,Good material. Easy to wear.  Durable,5.0
1727,JPMellin,Gloves,Good fit. Good weight.,5.0
1728,Mrs. Shawn E. Davenport,Value,Just as described,5.0
1729,RosMom,Great gloves,Purchased these gloves for esthetician school. They definitely serve their purpose.,5.0
1730,Alex,great quality,thicker than the ones available at costco. Less likely to rip.,5.0
1731,B S.,Durable for cleaning and gardening,Much more durable than I first thought they would be.  Good for cleaning. Gardening & yard work as well as bacteria ‘ virus control.,5.0
1732,Nancy,Great Product!,This product was a great purchase as it meets my needs in keeping my hands clean as I wipe down surfaces in my classroom.,5.0
1733,Janeth ,Good price,Good price,5.0
1734,lurch4adams,Great quality for the $,I have ordered before. These are for use in the kitchen and work very well.,5.0
1735,SavvyOnyx,These gloves are just OK...at best,"I had read the reviews and there were good reviews.....hmmmmFor me, these gloves are difficult to put on, and more than once they split as I was putting them on...I would only buy these again, if there was a glove shortage again,( like there was during the Covid-19 panic.)I have bought much better gloves.  Now I know.",2.0
1736,Diane,Protect yourself !,These gloves are great for every day use  from handling raw food and quick cleaning and disinfecting the bathrooms and other areas around the house.,5.0
1737,Shadow,"Available, Quick arrival","Suitable for light cleaning.  Great for Cronus 19 protection, ie shopper, filling veh at gas station, touchable items at work, DO NOT STRETCH MUCH, so buy your size or one size up !!",5.0
1738,Karen ,They work like they should. 👍,I use them when changing my special needs daughter.,5.0
1739,Natalie,rips easily,not that well made rips easily,4.0
1740,Jim,Vinyl gloves medium,worked out fine,5.0
1741,Dusty,Great Value,The gloves fit great but they rip easy!,5.0
1742,energylightlove,Mildew odor,"Okay, so these gloves smell like mildew, musty odor.  Every single glove on the inside makes my hands have that odor and its hard to get off, I can't use them for hardly anything because I don't trust that some kind of unseen mold spore is going to get on whatever I use it for. So I'm using them with super hot water to rinse my dishes before putting them in the dishwasher. I'm disappointed, the box shows no sign of mildew, mold, water damage or anything. I'll never buy them again",2.0
1743,Amazon Customer,they are always good quality,easy to pull on and off,5.0
1744,Elaine D. Quinn,"Good gloves, great service!",Prompt service.  I like the thickness and comfort of these gloves.  I would order them again.,5.0
1745,Amazon Customer,Good quality gloves!,Good quality gloves. Little thin but that’s fine for me. I do cook a lot and will use them while working in the kitchen.,5.0
1746,Gary D. Leffler,Not big enough,"If there’s a next time, I’ll order a large (the ones we ordered were medium), my wife can wear them...but, they are too tight for me to get on.",3.0
1747,Mike B.,"Well made, high quality.","If my wife says these are the ones, I trust her.",5.0
1748,heidi,Great gloves!,Great gloves! Will buy again,5.0
1749,Leslie Crofts,Disposable gloved,Great value,5.0
1750,J. Markel,These are perfect for me.,"They fit great and I have many uses for hem, even my crafts. Thank you.",5.0
1751,Avid Reader,Great Purchase,"These function as they should.  They are durable, yet comfortable.",5.0
1752,Elizabeth Turner,Good,These are the only things that will work with me making cups and don’t break thick and comfy,5.0
1753,bb,An overall good buy.,The gloves didn't come high enough on my wrist.,5.0
1754,Hazel Walton,They Work,These disposable gloves do the job they were bought for. they are strong.,5.0
1755,Fran Weaver,Gloves are a safeguard,They are perfect for around the house jobs . I also use when I go shopping to help fight germs that may be lurking,5.0
1756,Richard Gutierrez,Tear easy,Maybe I received a bad batch but these don’t last long at all!!,3.0
1757,kelli gulick,"Great product, just to espensive for me to use as i do.",Great product.. just to expensive for my crafting use.. i use up to 20 a day..  not to practice for my use.,3.0
1758,Elisa,Great gloves Great price!,Great durability and thickness. Easy for my son to wear too.,5.0
1759,nilla,too tight,vinyl makes the hand sweaty  - should not have bought them.,3.0
1760,Amazon Customer,Met my expectations,These gloves were just what I was looking for. I'll be using them for household applications.,5.0
1761,Amazon Customer,It covers your hand,The gloves were cheaply made.,3.0
1762,Nancy C,Exactly what I was looking for.,These gloves were exactly what I was looking for.  I will be ordering more.  We use them to clean our cat boxes.  They protect our hands from germs that might get into any cut we might be unaware of on our hands.  I only ordered one box initially to make sure they were what I wanted and they are.,5.0
1763,Gangster,Hhg,Why,5.0
1764,Steve,These gloves are flimsy,"I was shocked to see the gloves tear when I put them on. Even if this is a fluke, with the danger of the coronavirus, I have no confidence these gloves will afford us protection.",3.0
1765,Maria Clair,Comfortable on skin,Received in one day. Gloves are very comfortable on your skin.,5.0
1766,Jen,"Comfortable fit, easy to work with.","Great to have around the house for cleaning, hair dyeing, or to keep the cooties off when you go out during a pandemic (with proper usage, of course).",5.0
1767,Sylvia Davis,Thank you,"Delivered on time, good fit, will buy again",5.0
1768,Sara Bly,They tear pretty easily,They tear with the slightest thing. Definitely wouldn't recommend.,3.0
1769,Karina,Just what the Doctor Ordered,"Makes me feel safer when I go the grocery or hardware stores.  Will reorder, when needed..",5.0
1770,T. Laux,Small and prone to rip,"Medium gloves are usually great for me; these feel extra small. They also rip pretty easily, so meh.",3.0
1771,SaiRam,Not so great Product,Product is ok but no so good. sometimes when you wear the gloves its getting tear in general situations it can be ok but with all the current virus situation outside it will be difficult and trust on these,3.0
1772,Satisfied customer,Great coverage,I love these gloves. They are longer and are durable,5.0
1773,Amazon Customer,Good Protection,"I use these gloves for cleaning, and shopping to protect my hands from germs.",5.0
1774,Lillian,They tear easy,Tore easy,3.0
1775,Wes PetersonAmazon Customer,Price & affaiablty,Good gloves would buy them again,5.0
1776,Dory Evans,Great gloves,These gloves are great for cleaning and disinfecting your home and auto with all cleaning products!! Great deal!!,5.0
1777,Katy,They tear somewhat easily,They tear somewhat easily.,3.0
1778,Amazon Customer,Not Heavy Duty,Gloves ripped easily just from thumb movement. I wear a medium and barely have any fingernails and my fingernails started coming through the glove only after minutes of use.  Not heavy duty use at all.,2.0
1779,SKD007,Best product for the price,Very high quality and durable. Never expected such good quality from this product. I Was presently surprised,5.0
1780,Lina Mcallister,Came fast,Durable,4.0
1781,Victoria Kraft,Great value,"Sized correctly, great value. No odor",5.0
1782,Twfolio,Useful during a pandemic...,Easy and effective!  I would order more to prepare for future outbreaks.  I highly recommend this item; it's perfect as part of a first-aid kit.,5.0
1783,William Scobey,Durability,They get the job done.,5.0
1784,Tom Showers,They fit perfectly,Easy on and off,5.0
1785,lou_m,Not good value,They leak and tear em easily,3.0
1786,Linda S,Gloves,"I lie everything g about the gloves size fits wonderfully,  great quality",5.0
1787,Ahmeena McMillion,Love them,I love it!,5.0
1788,Misty,Good gloves and good service,The gloves arrived on time and were just as advertised,5.0
1789,Karl H. Elser,Success,We like them very much!,5.0
1790,Journee,Recommend,They are good,5.0
1791,Amazon Customer,Exactly what I wanted!,Easy on and off. Fits perfectly. Very comfortable.,5.0
1792,susan,Tear often trying to get them on,Would not purchase again,3.0
1793,Photo Larry,Tears too easily and too thin,Waste of money.  Tears very easily and too thin.  I put them on and in five minutes there is a huge tear on the back of my hand.  Do not buy this garbage.  Look for something thicker that does not tear so easily.,2.0
1794,bookwormser,they performed well,Thes held up well and are quite good for the price,5.0
1795,Olga R. Luce,That the seller keep the quality.,Nothing.I am satisfied with the product.,5.0
1796,Kendra Napolitana,Do not fit well. Cheaply made.,They are loose compared to other medium sizes. Hard to work with,2.0
1797,Amazobienn Customer,Bien,Bien,4.0
1798,coops81,AAA+++shipping,these worked great-as advertised!!,5.0
1799,Ariel K.,Recommended,Recommended,5.0
1800,Monica Carnahan,Maybe not a good value-,Break easilyReally tight for medium size,5.0
1801,Anita,Anti virus,I loved it !♥️,5.0
1802,Amazon Customer,Affordable Gloves,Got what we paid for.,5.0
1803,Virginia R. Powers,Very satisfied with my purchase.,Exactly what I needed for cleaning around the house and prepping meats to cook.Product arrived quickly considering the delay due to the Coronavirus.,5.0
1804,LS,Just right!,The medium size fit perfectly but no room to spare so if you need large buy that size instead. Just what I was looking for.,5.0
1805,david m pohlod,Great during pandemic to keep hands clean,Very pliable and easy to put on.,5.0
1806,Walt,Disposable gloves,Good product for the price,5.0
1807,Amazon Customer,Great fit,These gloves fit beautifully.,5.0
1808,C. Shreve,They fit the bill.,I liked the fit and the comfort.,5.0
1809,CJ,They are good for small jobs but not for heavy-duty kind of work,I used it for cleaning kennels and things like that but they tore around the wrist when pulling them on.,3.0
1810,regina,Will purchase again,Great fit,5.0
1811,A. Warren,Does the job,Does the job,5.0
1812,christytrekkie,Tight gloves,The gloves run small,2.0
1813,Anonymous ,Ok item.,Value for money. Easy to rip.,3.0
1814,Amazon Customer,Great product!,Very good productDurable fits well,5.0
1815,Shimmer,Fit very well and comfortable,"These disposable vinyl gloves are made well, they fit well and are comfortable. I use them for hair treatments and with cleaning. I cleaned the bathroom and they didn't rip. This is a very good deal for a box of 100 gloves.  : )",5.0
1816,Amazon Customer,they fit,they fit,5.0
1817,Amazon Customer,As expected,Reccomend,4.0
